no post filtering 
      mass     tolerance(ppm)      formula            mass delta       time elapsed 
  712.185078977        13      O10S1N8H286C10   -0.00131083204008      0:00:53.739000
  712.185078977        13        O2P1S1N43H15   0.000140176619993      0:00:53.739000
  712.185078977        13       O9S2N22H28C14   2.30171000339e-05      0:00:53.739000
  712.185078977        13     O9P3S3N5H176C11  -0.000775089259946      0:00:53.739000
  712.185078977        13      O8P6S5N2H66C12  -0.000239346480043      0:00:53.739000
  712.185078977        13    O1P1S10N11H59C11  -0.000204989000054      0:00:53.739000
  702.361527201         4        O5P5N3H65C30  -0.000297425679946      0:00:37.207000
  702.361527201         4     O8P1S3N8H190C12  -0.000888493680009      0:00:37.207000
  702.361527201         4      O7P4S5N5H80C13  -0.000352750899992      0:00:37.207000
  702.361527201         4          N11H425C10   -0.00207448385993      0:00:37.207000
  702.361527201         4          O16H312C11   -0.00148321971994      0:00:37.207000
  702.361527201         4        O8P1N35H41C1  -3.22110599882e-05      0:00:37.207000
  702.361527201         4      O15S1N14H54C15  -0.000149370579948      0:00:37.207000
  702.361527201         4      O5P2S4N1H70C29  -0.000322051459989      0:00:37.207000
  702.361527201         4      O7P1S9N3H85C12  -0.000377376679921      0:00:37.207000
  702.361527201         4      O6P2N14H179C14  -0.000799617979965      0:00:37.207000
  702.361527201         4       O22P2N3H66C15  -0.000208353839867      0:00:37.207000
  702.361527201         4     O5P5S2N11H69C15  -0.000263875199948      0:00:37.207000
  702.361527201         4        O5P8N21H68C1  -0.000205698939908      0:00:37.207000
  702.361527201         4      O3P3S1N7H59C31  -0.000233175759945      0:00:37.207000
  702.361527201         4       O12P7S1H81C15  -0.000322858459981      0:00:37.207000
  702.361527201         4         O15S3N22H58   -0.00011582009995      0:00:37.207000
  702.361527201         4      O5P2S6N9H74C14  -0.000288500979991      0:00:37.207000
  702.361527201         4        O1P1N3H49C47  -0.000202476319942      0:00:37.207000
  702.361527201         4         O3P9H206C14  -0.000973105859998      0:00:37.207000
  702.361527201         4       O22P2S2N11H70  -0.000174803359869      0:00:37.207000
  702.361527201         4    O13P1S3N1H196C13  -0.000883227019926      0:00:37.207000
  702.361527201         4        O5P5S4N19H73  -0.000230324719951      0:00:37.207000
  702.361527201         4        O3S5N5H64C30  -0.000257801539988      0:00:37.207000
  702.361527201         4         O5N4H431C11   -0.00206921719996      0:00:37.207000
  702.361527201         4       O13P1N28H47C2  -2.69443999059e-05      0:00:37.207000
  702.361527201         4        O2P15N7H95C1  -0.000379186819941      0:00:37.207000
  702.361527201         4      O4S1N18H173C15  -0.000735368059964      0:00:37.207000
  702.361527201         4       O20S1N7H60C16  -0.000144103919865      0:00:37.207000
  702.361527201         4          O29P4S1H82  -0.000233786619901      0:00:37.207000
  702.361527201         4     O4P3S2N1H321C12   -0.00153347441994      0:00:37.207000
  702.361527201         4     O3P3S3N15H63C16  -0.000199625279947      0:00:37.207000
  702.361527201         4        O12P7S3N8H85  -0.000289307979983      0:00:37.207000
  925.503499991         0         P5N18H74C37  -0.000307958319922      0:03:13.217000
  925.503499991         0       O9P9N11H96C21  -0.000397641019958      0:03:13.217000
  925.503499991         0      O2P13N15H231C4   -0.00107858785998      0:03:13.217000
  925.503499991         0      O18P13N4H118C5  -0.000487323720108      0:03:13.217000
  925.503499991         0    O13P2S1N19H331C2   -0.00152445180004      0:03:13.217000
  925.503499991         0     O29P2S1N8H218C3  -0.000933187660053      0:03:13.217000
  925.503499991         0       P8S1N1H222C34   -0.00110606468002      0:03:13.217000
  925.503499991         0     O4P1S2N9H457C15   -0.00223287545998      0:03:13.217000
  925.503499991         0     O12P2S2N33H73C6  -0.000190602659927      0:03:13.217000
  925.503499991         0    O1P16S2N12H121C5  -0.000542845080076      0:03:13.217000
  925.503499991         0      O17P16S2N1H8C6   4.84190601355e-05      0:03:13.217000
  925.503499991         0    O3P1S3N23H199C19  -0.000899026319985      0:03:13.217000
  925.503499991         0    O19P1S3N12H86C20  -0.000307762179887      0:03:13.217000
  925.503499991         0    O12P5S3N16H221C3  -0.000988709019907      0:03:13.217000
  925.503499991         0     O28P5S3N5H108C4  -0.000397444880036      0:03:13.217000
  925.503499991         0      O10S4N2H212C33   -0.00101618584006      0:03:13.217000
  925.503499991         0     O3P4S4N6H347C16   -0.00169713267996      0:03:13.217000
  925.503499991         0        P19S4N9H11C6  -7.10230006007e-06      0:03:13.217000
  925.503499991         0     O2P4S5N20H89C20  -0.000363283540082      0:03:13.217000
  925.503499991         0    O11P8S5N13H111C4  -0.000452966240118      0:03:13.217000
  925.503499991         0     O2P7S6N3H237C17   -0.00116138989995      0:03:13.217000
  925.503499991         0     O10P11S7N10H1C5   8.27765398981e-05      0:03:13.217000
  925.503499991         0       O5S8N25H214C2  -0.000954351540031      0:03:13.217000
  925.503499991         0      O21S8N14H101C3  -0.000363087400046      0:03:13.217000
  925.503499991         0      O1P10S8H127C18  -0.000625647120046      0:03:13.217000
  925.503499991         0    O4P3S10N22H104C3  -0.000418608760015      0:03:13.217000
  925.503499991         0   O11P2S11N1H117C17  -0.000535768280088      0:03:13.217000
  925.503499991         0       O4P6S11N5H252   -0.00121671512011      0:03:13.217000
  925.503499991         0     O3P9S13N2H142C1  -0.000680972339865      0:03:13.217000
  925.503499991         0      O13P1S16N3H132  -0.000591093500134      0:03:13.217000
  925.503499991         0          O3S18N7C17   3.43319800322e-05      0:03:13.217000
  925.503499991         0       O12P4S18H22C1  -5.53507200038e-05      0:03:13.217000
  925.503499991         0       O11N15H321C18   -0.00149375236003      0:03:13.217000
  925.503499991         0        O27N4H208C19  -0.000902488220049      0:03:13.217000
  925.503499991         0        O3P1N50H50C8  -4.27436999644e-05      0:03:13.217000
  925.503499991         0       O4P4N19H456C1   -0.00217469920005      0:03:13.217000
  925.503499991         0       O20P4N8H343C2   -0.00158343506007      0:03:13.217000
  925.503499991         0      O10S1N29H63C22  -0.000159903220037      0:03:13.217000
  925.503499991         0     O3P4S1N33H198C5  -0.000840850059944      0:03:13.217000
  925.503499991         0     O19P4S1N22H85C6   -0.00024958591996      0:03:13.217000
  925.503499991         0     O8P18S1N1H133C5  -0.000601828340109      0:03:13.217000
  925.503499991         0   O10P3S2N12H211C19  -0.000958009580017      0:03:13.217000
  925.503499991         0     O26P3S2N1H98C20  -0.000366745440033      0:03:13.217000
  925.503499991         0     O3P7S2N16H346C2   -0.00163895641992      0:03:13.217000
  925.503499991         0     O19P7S2N5H233C3   -0.00104769228005      0:03:13.217000
  925.503499991         0     O1P2S3N2H337C32   -0.00166643324008      0:03:13.217000
  925.503499991         0      O2P7S3N30H88C6  -0.000305107280042      0:03:13.217000
  925.503499991         0       P2S4N16H79C36  -0.000332584099965      0:03:13.217000
  925.503499991         0     O9P6S4N9H101C20  -0.000422266800001      0:03:13.217000
  925.503499991         0    O2P10S4N13H236C3   -0.00110321364002      0:03:13.217000
  925.503499991         0    O18P10S4N2H123C4  -0.000511949500037      0:03:13.217000
  925.503499991         0    O1P13S6N10H126C4  -0.000567470860005      0:03:13.217000
  925.503499991         0    O12P2S7N14H226C2   -0.00101333480006      0:03:13.217000
  925.503499991         0     O28P2S7N3H113C3  -0.000422070660079      0:03:13.217000
  925.503499991         0     O3P1S8N4H352C15   -0.00172175846001      0:03:13.217000
  925.503499991         0        P16S8N7H16C5  -3.17280799891e-05      0:03:13.217000
  925.503499991         0     O2P1S9N18H94C19  -0.000387909320011      0:03:13.217000
  925.503499991         0    O11P5S9N11H116C3  -0.000477592020047      0:03:13.217000
  925.503499991         0         O27P5S9H3C4   0.000113672120051      0:03:13.217000
  925.503499991         0    O2P4S10N1H242C16   -0.00118601567999      0:03:13.217000
  925.503499991         0      O10P8S11N8H6C4   5.81507599691e-05      0:03:13.217000
  925.503499991         0      O4S14N20H109C2  -0.000443234540057      0:03:13.217000
  925.503499991         0         O3P6S17H147  -0.000705598120135      0:03:13.217000
  925.503499991         0      O1P2N29H188C21  -0.000810150619941      0:03:13.217000
  925.503499991         0      O17P2N18H75C22  -0.000218886479956      0:03:13.217000
  925.503499991         0      O10P6N22H210C5  -0.000899833319977      0:03:13.217000
  925.503499991         0       O26P6N11H97C6  -0.000308569179992      0:03:13.217000
  925.503499991         0     O8P1S1N8H201C35  -0.000927310140014      0:03:13.217000
  925.503499991         0    O1P5S1N12H336C18   -0.00160825698003      0:03:13.217000
  925.503499991         0    O17P5S1N1H223C19   -0.00101699283994      0:03:13.217000
  925.503499991         0     O10P9S1N5H358C2   -0.00169793968007      0:03:13.217000
  925.503499991         0       P5S2N26H78C22  -0.000274407840038      0:03:13.217000
  925.503499991         0     O9P9S2N19H100C6  -0.000364090539961      0:03:13.217000
  925.503499991         0      O7P4S3N5H91C36  -0.000391567359998      0:03:13.217000
  925.503499991         0       P8S3N9H226C19   -0.00107251420002      0:03:13.217000
  925.503499991         0     O9P12S3N2H248C3   -0.00116219689994      0:03:13.217000
  925.503499991         0       O4P1S4N17H461    -0.0021993249801      0:03:13.217000
  925.503499991         0     O20P1S4N6H348C1      -0.00160806084      0:03:13.217000
  925.503499991         0     O3P1S5N31H203C4  -0.000865475840101      0:03:13.217000
  925.503499991         0     O19P1S5N20H90C5  -0.000274211699889      0:03:13.217000
  925.503499991         0     O10S6N10H216C18  -0.000982635359946      0:03:13.217000
  925.503499991         0     O3P4S6N14H351C1   -0.00166358219997      0:03:13.217000
  925.503499991         0     O19P4S6N3H238C2    -0.0010723180601      0:03:13.217000
  925.503499991         0      O2P4S7N28H93C5  -0.000329733060084      0:03:13.217000
  925.503499991         0     O9P3S8N7H106C19   -0.00044689257993      0:03:13.217000
  925.503499991         0     O2P7S8N11H241C2   -0.00112783942006      0:03:13.217000
  925.503499991         0       O18P7S8H128C3   -0.00053657528008      0:03:13.217000
  925.503499991         0    O1P10S10N8H131C3  -0.000592096640162      0:03:13.217000
  925.503499991         0       P13S12N5H21C4  -5.63538600318e-05      0:03:13.217000
  925.503499991         0    O11P2S13N9H121C2   -0.00050221780009      0:03:13.217000
  925.503499991         0     O10P5S15N6H11C3   3.35249800401e-05      0:03:13.217000
  925.503499991         0        O3S20N15H4C2     6.788246003e-05      0:03:13.217000
  925.503499991         0       O8P7N1H348C18   -0.00166724023995      0:03:13.217000
  925.503499991         0          P8N36H77C8  -0.000216231579998      0:03:13.217000
  925.503499991         0       O1P11N5H483C1   -0.00234818707997      0:03:13.217000
  925.503499991         0        O5P22N4H12C8   2.27901399512e-05      0:03:13.217000
  925.503499991         0     O7P7S1N15H90C22  -0.000333391099957      0:03:13.217000
  925.503499991         0      P11S1N19H225C5   -0.00101433794009      0:03:13.217000
  925.503499991         0    O16P11S1N8H112C6  -0.000423073800107      0:03:13.217000
  925.503499991         0      O11S2N23H325C3   -0.00146020187992      0:03:13.217000
  925.503499991         0      O27S2N12H212C4  -0.000868937739938      0:03:13.217000
  925.503499991         0        O43S2N1H99C5  -0.000277673599953      0:03:13.217000
  925.503499991         0      O5P2S2N1H81C52  -0.000360867919994      0:03:13.217000
  925.503499991         0       P14S2N2H373C2   -0.00181244430007      0:03:13.217000
  925.503499991         0       O10S3N37H67C7   -0.00012635274004      0:03:13.217000
  925.503499991         0       O11P3S3N6H473   -0.00225830824002      0:03:13.217000
  925.503499991         0      O15P14S3N5H2C7   0.000112668979909      0:03:13.217000
  925.503499991         0    O10P3S4N20H215C4   -0.00092445910002      0:03:13.217000
  925.503499991         0     O26P3S4N9H102C5  -0.000333194960035      0:03:13.217000
  925.503499991         0    O1P2S5N10H341C17   -0.00163288275996      0:03:13.217000
  925.503499991         0     O10P6S5N3H363C1      -0.00172256546      0:03:13.217000
  925.503499991         0       P2S6N24H83C21  -0.000299033620081      0:03:13.217000
  925.503499991         0     O9P6S6N17H105C5  -0.000388716320003      0:03:13.217000
  925.503499991         0      O7P1S7N3H96C35   -0.00041619314004      0:03:13.217000
  925.503499991         0       P5S7N7H231C18   -0.00109713998006      0:03:13.217000
  925.503499991         0        O9P9S7H253C2    -0.0011868226801      0:03:13.217000
  925.503499991         0      O3P1S10N12H356   -0.00168820798001      0:03:13.217000
  925.503499991         0    O19P1S10N1H243C1   -0.00109694384003      0:03:13.217000
  925.503499991         0     O2P1S11N26H98C4  -0.000354358840127      0:03:13.217000
  925.503499991         0      O9S12N5H111C18  -0.000471518359973      0:03:13.217000
  925.503499991         0     O2P4S12N9H246C1   -0.00115246519999      0:03:13.217000
  925.503499991         0      O8P3S14N2H1C19   6.42244199298e-05      0:03:13.217000
  925.503499991         0     O1P7S14N6H136C2  -0.000616722420091      0:03:13.217000
  925.503499991         0       P10S16N3H26C3  -8.09796400745e-05      0:03:13.217000
  925.503499991         0     O10P2S19N4H16C2   8.89919988367e-06      0:03:13.217000
  925.503499991         0       O5P5N11H80C38  -0.000302691660067      0:03:13.217000
  925.503499991         0      O14P9N4H102C22  -0.000392374360104      0:03:13.217000
  925.503499991         0       O7P13N8H237C5   -0.00107332120001      0:03:13.217000
  925.503499991         0     O2P2S1N23H450C2   -0.00211044928005      0:03:13.217000
  925.503499991         0    O18P2S1N12H337C3   -0.00151918513995      0:03:13.217000
  925.503499991         0     O34P2S1N1H224C4   -0.00092792099997      0:03:13.217000
  925.503499991         0     O9P1S2N2H463C16   -0.00222760880001      0:03:13.217000
  925.503499991         0     O1P2S2N37H192C6  -0.000776600140057      0:03:13.217000
  925.503499991         0     O17P2S2N26H79C7  -0.000185335999959      0:03:13.217000
  925.503499991         0     O6P16S2N5H127C6  -0.000537578419994      0:03:13.217000
  925.503499991         0    O8P1S3N16H205C20  -0.000893759660016      0:03:13.217000
  925.503499991         0     O24P1S3N5H92C21  -0.000302495520032      0:03:13.217000
  925.503499991         0     O1P5S3N20H340C3   -0.00157470650004      0:03:13.217000
  925.503499991         0     O17P5S3N9H227C4  -0.000983442360052      0:03:13.217000
  925.503499991         0        P5S4N34H82C7  -0.000240857360041      0:03:13.217000
  925.503499991         0        O1P8S4N3H488   -0.00237281286002      0:03:13.217000
  925.503499991         0      O5P19S4N2H17C7  -1.83563986411e-06      0:03:13.217000
  925.503499991         0     O7P4S5N13H95C21      -0.00035801688      0:03:13.217000
  925.503499991         0       P8S5N17H230C4   -0.00103896371991      0:03:13.217000
  925.503499991         0     O16P8S5N6H117C5  -0.000447699580036      0:03:13.217000
  925.503499991         0         P11S6H378C1   -0.00183707008011      0:03:13.217000
  925.503499991         0      O15P11S7N3H7C6   8.80431998667e-05      0:03:13.217000
  925.503499991         0      O10S8N18H220C3  -0.000949084880062      0:03:13.217000
  925.503499991         0       O26S8N7H107C4  -0.000357820739964      0:03:13.217000
  925.503499991         0       O10P3S9N1H368   -0.00174719124004      0:03:13.217000
  925.503499991         0    O9P3S10N15H110C4  -0.000413342099932      0:03:13.217000
  925.503499991         0      P2S11N5H236C17   -0.00112176575999      0:03:13.217000
  925.503499991         0        O8P6S12N12C5    0.00012240067997      0:03:13.217000
  925.503499991         0       O2P1S16N7H251   -0.00117709098004      0:03:13.217000
  925.503499991         0          O8S18H6C18   3.95986398871e-05      0:03:13.217000
  925.503499991         0     O1P4S18N4H141C1  -0.000641348200134      0:03:13.217000
  925.503499991         0        P7S20N1H31C2  -0.000105605420117      0:03:13.217000
  925.503499991         0          N19H440C18   -0.00207974984005      0:03:13.217000
  925.503499991         0        O16N8H327C19   -0.00148848570007      0:03:13.217000
  925.503499991         0        O8P1N43H56C9  -3.74770399958e-05      0:03:13.217000
  925.503499991         0       O9P4N12H462C2   -0.00216943253997      0:03:13.217000
  925.503499991         0       O25P4N1H349C3   -0.00157816839999      0:03:13.217000
  925.503499991         0      O15S1N22H69C23  -0.000154636560069      0:03:13.217000
  925.503499991         0       P3S1N2H588C15   -0.00287785620003      0:03:13.217000
  925.503499991         0     O8P4S1N26H204C6  -0.000835583400089      0:03:13.217000
  925.503499991         0     O24P4S1N15H91C7  -0.000244319259991      0:03:13.217000
  925.503499991         0    O4P14S1N1H117C22  -0.000506878980104      0:03:13.217000
  925.503499991         0    O15P3S2N5H217C20  -0.000952742920049      0:03:13.217000
  925.503499991         0      O8P7S2N9H352C3   -0.00163368975996      0:03:13.217000
  925.503499991         0      O7P7S3N23H94C7  -0.000299840619959      0:03:13.217000
  925.503499991         0      O5P2S4N9H85C37   -0.00032731744011      0:03:13.217000
  925.503499991         0    O14P6S4N2H107C21  -0.000417000139919      0:03:13.217000
  925.503499991         0     O7P10S4N6H242C4   -0.00109794698005      0:03:13.217000
  925.503499991         0     O6P13S6N3H132C5  -0.000562204200037      0:03:13.217000
  925.503499991         0     O1P2S7N18H345C2   -0.00159933228008      0:03:13.217000
  925.503499991         0     O17P2S7N7H232C3   -0.00100806813998      0:03:13.217000
  925.503499991         0        P2S8N32H87C6  -0.000265483140083      0:03:13.217000
  925.503499991         0        O5P16S8H22C6  -2.64614200205e-05      0:03:13.217000
  925.503499991         0    O7P1S9N11H100C20  -0.000382642660043      0:03:13.217000
  925.503499991         0       P5S9N15H235C3   -0.00106358949995      0:03:13.217000
  925.503499991         0     O16P5S9N4H122C4  -0.000472325360079      0:03:13.217000
  925.503499991         0     O15P8S11N1H12C5   6.34174199377e-05      0:03:13.217000
  925.503499991         0      O9S14N13H115C3  -0.000437967880089      0:03:13.217000
  925.503499991         0        O25S14N2H2C4   0.000153296260009      0:03:13.217000
  925.503499991         0      O8P3S16N10H5C4   9.77748999276e-05      0:03:13.217000
  925.503499991         0       O1P1S22N2H146  -0.000665973980063      0:03:13.217000
  624.901032096         9        O8P4N1H261C8   -0.00126167742008      0:00:24.997000
  624.901032096         9      O7P4S1N15H3C12   7.21717200349e-05      0:00:24.997000
  624.901032096         9        P2S7N7H144C8  -0.000691577160069      0:00:24.997000
  624.901032096         9       O14P6N4H15C12   1.31884600023e-05      0:00:24.997000
  624.901032096         9      O7P1S5N13H8C11   4.75459399922e-05      0:00:24.997000
  624.901032096         9          S1N2H501C5   -0.00247229338004      0:00:24.997000
  624.901032096         9     O4P11S1N1H30C12  -0.000101316159999      0:00:24.997000
  624.901032096         9      O15S2N5H130C10  -0.000547180099943      0:00:24.997000
  624.901032096         9     O14P3S4N2H20C11  -1.14373200404e-05      0:00:24.997000
  624.901032096         9      O6P2S1N5H255C9   -0.00119742749996      0:00:24.997000
  624.901032096         9     O5P5S3N2H145C10  -0.000661684720058      0:00:24.997000
  624.901032096         9         O14S8H25C10  -3.60631000831e-05      0:00:24.997000
  624.901032096         9         O4N1H245C25   -0.00116672805996      0:00:24.997000
  624.901032096         9      O12P4S1N8H9C13   7.74383801172e-05      0:00:24.997000
  624.901032096         9        O5P2S7H150C9  -0.000686310499987      0:00:24.997000
  624.901032096         9       O3P6N8H134C12  -0.000572809020014      0:00:24.997000
  624.901032096         9      O2P9S2N5H24C13  -3.70662399973e-05      0:00:24.997000
  624.901032096         9     O12P1S5N6H14C12   5.28126000745e-05      0:00:24.997000
  682.216773036        18      O10P2N11H292C1   -0.00138034847987      0:01:11.944000
  682.216773036        18         O26P2H179C2  -0.000789084339885      0:01:11.944000
  682.216773036        18     O1P1S1N1H418C14   -0.00208877213993      0:01:11.944000
  682.216773036        18      O9P2S1N25H34C5  -4.64993398737e-05      0:01:11.944000
  682.216773036        18      P1S2N15H160C18  -0.000754922999931      0:01:11.944000
  682.216773036        18     O16P1S2N4H47C19  -0.000163658859947      0:01:11.944000
  682.216773036        18      O9P5S2N8H182C2  -0.000844605699967      0:01:11.944000
  682.216773036        18       O8P8S4N5H72C3  -0.000308862919951      0:01:11.944000
  682.216773036        18       O2S7N17H175C1  -0.000810248219977      0:01:11.944000
  682.216773036        18        O18S7N6H62C2  -0.000218984079879      0:01:11.944000
  682.216773036        18      O1P3S9N14H65C2  -0.000274505440075      0:01:11.944000
  682.216773036        18         O7N21H24C21  -1.57998999839e-05      0:01:11.944000
  682.216773036        18         P4N25H159C4  -0.000696746740005      0:01:11.944000
  682.216773036        18       O16P4N14H46C5   -0.00010548260002      0:01:11.944000
  682.216773036        18     O7P3S1N4H172C18  -0.000813906259964      0:01:11.944000
  682.216773036        18        P7S1N8H307C1   -0.00149485309998      0:01:11.944000
  682.216773036        18      O6P6S3N1H62C19  -0.000278163479948      0:01:11.944000
  682.216773036        18      O9P2S6N6H187C1  -0.000869231479896      0:01:11.944000
  682.216773036        18       O8P5S8N3H77C2  -0.000333488699994      0:01:11.944000
  682.216773036        18       O1S13N12H70C1   -0.00029913121989      0:01:11.944000
  682.216773036        18         O5P1H162C34   -0.00078320681996      0:01:11.944000
