with post filtering 
      mass     tolerance(ppm)      formula            mass delta       time elapsed 
  28.0313001286         8                H4C2  -4.00035560233e-11      0:00:00.435000
  147.053157783         1            O4N1H9C5  -9.99875737762e-11      0:00:00.519000
  133.037507719         7            O4N1H7C4  -3.79969833375e-10      0:00:00.481000
   204.08987764         6          O2N2H12C11   3.59989371645e-10      0:00:00.716000
   204.08987764         6           S1N8H12C4   0.000685477600001      0:00:00.716000
   204.08987764         6           O3P1H17C9       0.00165328468      0:00:00.716000
   342.11621155        10          P2N4H20C17    0.00010813775998      0:00:02.627000
   342.11621155        10         O6P1N8H19C7   0.000305347180017      0:00:02.627000
   342.11621155        10      O3P1S1N2H23C15   0.000488268000026      0:00:02.627000
   342.11621155        10         O1N14H10C10  -1.05331399709e-05      0:00:02.627000
   342.11621155        10          O6S2H26C13   0.000868398240016      0:00:02.627000
   342.11621155        10           P4N6H26C9   0.000729365080019      0:00:02.627000
   342.11621155        10          O7N4H18C13    0.00133740417999      0:00:02.627000
   342.11621155        10       O1P1S2N8H23C8    0.00117374523995      0:00:02.627000
   342.11621155        10        O1P3N2H25C15    0.00176142207999      0:00:02.627000
  347.282429439         4          S1N7H37C15   0.000685476859985      0:00:02.435000
  253.146664238        16          O1N1H19C17                 0.0      0:00:01.075000
   272.11946321         2           O6N8H16C4  -0.000182921239968      0:00:01.441000
   272.11946321         2        O3S1N2H20C12  -4.20016021963e-10      0:00:01.441000
   272.11946321         2        O1P2N2H22C12    0.00127315366001      0:00:01.441000
   272.11946321         2          O2N12H12C5       0.00115448276      0:00:01.441000
   441.13968138        15          P2N19H17C8  -0.000726710060007      0:00:06.421000
   441.13968138        15       O11P1N1H28C16   0.000315880259961      0:00:06.421000
   441.13968138        15          O6N7H19C19  -5.99698068982e-11      0:00:06.421000
   441.13968138        15      O3P1S1N17H20C6  -0.000346579820018      0:00:06.421000
   441.13968138        15       P1S2N11H24C14  -0.000163659000009      0:00:06.421000
   441.13968138        15        O6S2N15H23C4    3.3550420028e-05      0:00:06.421000
   441.13968138        15        O3S3N9H27C12    0.00021647123998      0:00:06.421000
   441.13968138        15          S4N3H31C20    0.00039939205999      0:00:06.421000
   441.13968138        15          P3N5H26C21   0.000424017839975      0:00:06.421000
   441.13968138        15        O6P2N9H25C11   0.000621227259956      0:00:06.421000
   441.13968138        15      O3P2S1N3H29C19   0.000804148079965      0:00:06.421000
   441.13968138        15       O1P1N15H16C14   0.000305346940024      0:00:06.421000
   441.13968138        15      O6P1S2N1H32C17    0.00118427831995      0:00:06.421000
   441.13968138        15       O4S1N13H19C12   0.000685477179957      0:00:06.421000
   441.13968138        15        O1S2N7H23C20   0.000868398000023      0:00:06.421000
   441.13968138        15          P5N7H32C13    0.00104524515996      0:00:06.421000
   441.13968138        15        O1P3N17H22C6   0.000926574260006      0:00:06.421000
   441.13968138        15        O7P1N5H24C17    0.00165328425999      0:00:06.421000
   441.13968138        15          O13N9H23C7    0.00185049368002      0:00:06.421000
   441.13968138        15       O10S1N3H27C15    0.00203341449998      0:00:06.421000
   441.13968138        15      O1P1S4N1H36C18    0.00205267637995      0:00:06.421000
  444.153265759        18         S1N18H16C12  -0.000662460440026      0:00:06.470000
  444.153265759        18        O5S3N4H32C15   0.000216470940018      0:00:06.470000
  444.153265759        18          O2P3H31C24   0.000424017539956      0:00:06.470000
  444.153265759        18        O8P2N4H30C14   0.000621226959993      0:00:06.470000
  444.153265759        18       O3P1N10H21C17   0.000305346640005      0:00:06.470000
  444.153265759        18        P1S1N4H25C25   0.000488267459957      0:00:06.470000
  444.153265759        18          O9N14H20C7   0.000502556059985      0:00:06.470000
  444.153265759        18        O6S1N8H24C15   0.000685476879994      0:00:06.470000
  444.153265759        18        O3S2N2H28C23   0.000868397700003      0:00:06.470000
  444.153265759        18       P1S3N12H29C10   0.000521817939955      0:00:06.470000
  444.153265759        18        O2P5N2H37C16    0.00104524485999      0:00:06.470000
  444.153265759        18          S5N4H36C16    0.00108486899995      0:00:06.470000
  444.153265759        18        O3P3N12H27C9   0.000926573959987      0:00:06.470000
  444.153265759        18        P3S1N6H31C17       0.00110949478      0:00:06.470000
  444.153265759        18          O9P1H29C20    0.00165328396002      0:00:06.470000
  444.153265759        18     O1P1S1N16H21C10   0.000990823879988      0:00:06.470000
  444.153265759        18          O7S1N20H20    0.00118803329997      0:00:06.470000
  444.153265759        18        O4S2N14H24C8    0.00137095411998      0:00:06.470000
  444.153265759        18        O1S3N8H28C16    0.00155387493993      0:00:06.470000
  376.138284396         5          O6N4H20C17   3.59989371645e-10      0:00:03.695000
  376.138284396         5      O3P1S1N14H21C4  -0.000346579400002      0:00:03.695000
  376.138284396         5        P1S2N8H25C12   -0.00016365858005      0:00:03.695000
  376.138284396         5            S4H32C18   0.000399392479949      0:00:03.695000
  376.138284396         5          P3N2H27C19   0.000424018259991      0:00:03.695000
  376.138284396         5         O6P2N6H26C9   0.000621227679972      0:00:03.695000
  376.138284396         5        O3P2S1H30C17   0.000804148499981      0:00:03.695000
  376.138284396         5       O1P1N12H17C12   0.000305347359983      0:00:03.695000
  376.138284396         5       O4S1N10H20C10   0.000685477599973      0:00:03.695000
  376.138284396         5        O1S2N4H24C18   0.000868398419982      0:00:03.695000
  376.138284396         5        O1P3N14H23C4   0.000926574679966      0:00:03.695000
  376.138284396         5        O7P1N2H25C15    0.00165328467995      0:00:03.695000
  194.080375587         6           O2N4H10C8  -4.39996483692e-10      0:00:00.716000
  194.080375587         6         O3P1N2H15C6    0.00165328388002      0:00:00.716000
